record_id,merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size
REC105142,MCH9335,"Sarraf, Wable and Deshmukh",5912,Pharmacy,Individual,Amritsar,Punjab,2023-05-03,,Active,399.0
REC105143,MCH3487,Subramanian Inc,5812,Restaurant,Individual,Pune,Maharashtra,2025-07-26,,Active,1612.87
REC105144,MCH6224,"Khatri, Swaminathan and Loke",4131,Transportation,Sole Proprietor,Amritsar,Punjab,2024-12-02,CTJV7649423556703,Active,561.32
REC105145,MCH3071,Misra-Padmanabhan,5812,Restaurant,Sole Proprietor,Ludhiana,Punjab,2024-07-24,IJYT4830685989652,Active,
REC105146,MCH5426,"Dora, Sehgal and Choudhury",4131,Transportation,Individual,Delhi,Delhi,2025-11-14,6432706759,Active,598.49
REC105147,MCH8736,Dora-Sachar,5311,Department Store,Private Limited,Mumbai,Maharashtra,2024-10-11,XXXX8019,Active,2228.33
REC105148,MCH4443,Sachar-Banik,5942,Books & Stationery,Partnership,Jaipur,Rajasthan,2024-12-06,BADT3910512012474,Active,2375.86
REC105149,MCH1585,Khalsa-Kulkarni,5311,Department Store,Partnership,Delhi,Delhi,2023-05-22,XXXX6587,Active,3398.13
REC105150,MCH4781,"Mohan, Sharaf and Narula",5311,Department Store,Sole Proprietor,Delhi,Delhi,2024-01-08,3603337866,Active,482.6
REC105151,MCH8632,"Koshy, Suri and Dey",5812,Restaurant,Individual,Delhi,Delhi,2025-11-14,BRHB3883781562442,Active,3705.21
REC105152,MCH4093,Krishnamurthy PLC,7011,Hotel/Lodging,Private Limited,Lucknow,Uttar Pradesh,2024-03-15,XXXX5675,Disabled,1291.9
REC105153,MCH7773,Goel-Srivastava,5999,Miscellaneous Retail,Individual,Jaipur,Rajasthan,2024-07-18,XXXX1201,Suspended,
REC105154,MCH4911,"Nigam, Mahajan and Misra",5411,Grocery Store,Individual,Bengaluru,Karnataka,2025-06-14,,Active,689.3
REC105155,MCH3640,Parikh-Raghavan,7011,Hotel/Lodging,Sole Proprietor,Hyderabad,Telangana,2023-04-11,0058678829,Active,400.1
REC105156,MCH4037,Chaudhuri LLC,5311,Department Store,Individual,Hyderabad,Telangana,2024-11-23,0677487191,Active,
REC105157,MCH1483,Mohan-Kari,5942,Books & Stationery,Private Limited,Amritsar,Punjab,2026-02-11,XXXX3338,Active,1901.08
REC105158,MCH7023,Walla-Raj,5311,Department Store,Individual,Delhi,Delhi,2023-03-16,,Active,1307.24
REC105159,MCH4897,Bedi-Mitra,5912,Pharmacy,Individual,Lucknow,Uttar Pradesh,,,Inactive,
REC105160,MCH7723,"Pandya, Barman and Biswas",5699,Apparel,Private Limited,Ludhiana,Punjab,2025-01-06,MLMI7440738115367,Active,3268.86
REC105161,MCH7310,Mander Group,5699,Apparel,Partnership,Lucknow,Uttar Pradesh,2025-09-08,WNOZ8918272123966,Closed,1987.96
REC105162,MCH7007,Sastry-Soni,7011,Hotel/Lodging,Sole Proprietor,Chennai,Tamil Nadu,2024-11-01,XXXX4092,Disabled,
REC105163,MCH5583,"Sama, Thaman and Bakshi",4814,Telecom,Individual,Pune,Maharashtra,2023-07-21,XXXX8722,Active,2696.94
REC105164,MCH1297,Luthra and Sons,5411,Grocery Store,Private Limited,Delhi,Delhi,2023-06-12,5942366474,Active,381.86
REC105165,MCH2648,Batta LLC,5999,Miscellaneous Retail,Partnership,Jaipur,Rajasthan,2024-10-10,,Suspended,416.94
REC105166,MCH2923,Virk Group,4814,Telecom,Individual,Jalandhar,Punjab,,,Active,681.07
REC105167,MCH2765,Mukhopadhyay Inc,5311,Department Store,Sole Proprietor,Lucknow,Uttar Pradesh,2024-11-19,XXXX9677,Active,3568.4
REC105168,MCH5717,"Kuruvilla, Deol and Rama",5942,Books & Stationery,Sole Proprietor,Jaipur,Rajasthan,2023-05-16,,Active,8901.44
REC105169,MCH7313,Comar-Din,4814,Telecom,Private Limited,Mumbai,Maharashtra,2026-01-18,8645351517,Active,1884.45
REC105170,MCH7010,Kuruvilla-Shanker,5411,Grocery Store,Sole Proprietor,Delhi,Delhi,2023-07-22,,Suspended,524.4
REC105171,MCH8679,Mangal-Gole,5942,Books & Stationery,Private Limited,Jaipur,Rajasthan,2023-11-01,4734640473,Active,971.58
REC105172,MCH3556,"Sant, Oak and Jani",4814,Telecom,Private Limited,Kolkata,West Bengal,2024-03-29,,Active,
REC105173,MCH6313,Ramanathan PLC,5411,Grocery Store,Sole Proprietor,Mumbai,Maharashtra,,THOM0066375833437,Active,3430.73
REC105174,MCH5343,Sangha-Pillay,5411,Grocery Store,Individual,Lucknow,Uttar Pradesh,,4912596257,Inactive,1724.67
REC105175,MCH4064,"Sidhu, Kunda and Hayre",7011,Hotel/Lodging,Individual,Pune,Maharashtra,2025-02-05,XXXX9354,Active,1462.39
REC105176,MCH5167,Bose and Sons,5942,Books & Stationery,Private Limited,Jalandhar,Punjab,2025-08-20,,Inactive,1269.25
REC105177,MCH8005,"Kumar, Ahluwalia and Thaman",4131,Transportation,Sole Proprietor,Bengaluru,Karnataka,2025-06-30,,Active,
REC105178,MCH2224,Luthra-Nagy,5942,Books & Stationery,Individual,Jaipur,Rajasthan,2025-10-23,HRLX9724386565153,Inactive,890.7
REC105179,MCH6079,"Seshadri, Muni and Banik",7011,Hotel/Lodging,Individual,Kolkata,West Bengal,2026-02-24,,Active,434.97
REC105180,MCH2232,Borde-Sule,5311,Department Store,Partnership,Hyderabad,Telangana,2025-02-24,9040784909,Active,642.26
REC105181,MCH6172,Raja Inc,5812,Restaurant,Sole Proprietor,Hyderabad,Telangana,2024-11-09,,Active,1050.0
REC105182,MCH9348,"Toor, Parekh and Agate",5942,Books & Stationery,Private Limited,Amritsar,Punjab,2025-03-30,HCSS6943242832650,Active,4472.44
REC105183,MCH4416,Raju and Sons,5999,Miscellaneous Retail,Individual,Bengaluru,Karnataka,2025-10-04,6909361511,Suspended,3955.0
REC105184,MCH3275,Sridhar and Sons,5699,Apparel,Partnership,Delhi,Delhi,2024-04-15,,Hold,
REC105185,MCH5607,Bala and Sons,4131,Transportation,Individual,Delhi,Delhi,2023-07-24,,Active,2712.11
REC105186,MCH6097,Mannan PLC,5812,Restaurant,Partnership,Lucknow,Uttar Pradesh,2025-02-13,XXXX8307,Active,258.41
REC105187,MCH9310,Ganguly-Tella,7011,Hotel/Lodging,Individual,Pune,Maharashtra,2024-03-29,XXXX9831,Active,
REC105188,MCH9943,Mukhopadhyay-Kale,5699,Apparel,Private Limited,Amritsar,Punjab,2025-11-30,HLRA9462438432419,Active,2114.46
REC105189,MCH6645,Kalla Ltd,5699,Apparel,Partnership,Amritsar,Punjab,2023-01-29,CBQP9610741406951,Active,329.87
REC105190,MCH4406,"Chand, Ahuja and Behl",7011,Hotel/Lodging,Private Limited,Pune,Maharashtra,2023-06-09,,Active,3629.0
REC105191,MCH4792,Agrawal-Prabhu,5812,Restaurant,Sole Proprietor,Chennai,Tamil Nadu,2025-11-02,,Inactive,1844.0
REC105192,MCH1064,Mishra-Badami,5942,Books & Stationery,Sole Proprietor,Lucknow,Uttar Pradesh,2025-03-12,,Active,2393.66
REC105193,MCH2679,"Barman, Bains and Shan",5912,Pharmacy,Private Limited,Mumbai,Maharashtra,2024-12-25,2613968880,Active,1334.82
REC105194,MCH2118,Kakar Group,5812,Restaurant,Sole Proprietor,Delhi,Delhi,2023-07-08,,Active,683.0
REC105195,MCH5505,Wagle Ltd,4131,Transportation,Partnership,Lucknow,Uttar Pradesh,2025-01-06,,Disabled,318.93
REC105196,MCH9452,Kapoor-Kara,5999,Miscellaneous Retail,Private Limited,Kolkata,West Bengal,,TTFV4828934746515,Disabled,
REC105197,MCH1261,"Cheema, Savant and Bakshi",5311,Department Store,Sole Proprietor,Ludhiana,Punjab,2024-06-03,EXGQ1328686965867,Inactive,
REC105198,MCH8873,"Pathak, Bath and Kant",4131,Transportation,Partnership,Pune,Maharashtra,2025-06-11,,Active,2212.3
REC105199,MCH4606,Vyas-Mukhopadhyay,7011,Hotel/Lodging,Private Limited,Hyderabad,Telangana,2025-09-29,XXXX6697,Active,745.57
REC105200,MCH8276,"Kakar, Handa and Sachdeva",5812,Restaurant,Sole Proprietor,Mumbai,Maharashtra,2025-09-23,XXXX1898,Active,2410.37
REC105201,MCH6608,"Puri, Dar and Mann",5411,Grocery Store,Private Limited,Delhi,Delhi,2024-02-10,,Active,
REC105202,MCH7605,Kakar-Dhillon,5311,Department Store,Private Limited,Bengaluru,Karnataka,2025-07-21,XXXX1255,Inactive,1126.42
REC105203,MCH8480,Doshi-Sarin,4131,Transportation,Individual,Pune,Maharashtra,2023-07-02,,Active,
REC105204,MCH8876,Rai LLC,4131,Transportation,Sole Proprietor,Mumbai,Maharashtra,2025-02-17,MDBH5898755219705,Active,1825.17
REC105205,MCH5845,Kara Group,5999,Miscellaneous Retail,Private Limited,Amritsar,Punjab,2023-12-31,XXXX0508,Active,1557.96
REC105206,MCH5482,"Baral, Tak and Rajan",5812,Restaurant,Individual,Kolkata,West Bengal,2025-06-23,XXXX1905,Inactive,710.53
REC105207,MCH4640,Choudhary-Joshi,5699,Apparel,Partnership,Jaipur,Rajasthan,,GOPL6469934819715,Active,857.62
REC105208,MCH3811,"Bhat, An and and Bakshi",7011,Hotel/Lodging,Individual,Bengaluru,Karnataka,,4680162216,Active,563.14
REC105209,MCH3254,"Chanda, Maharaj and Chandra",4131,Transportation,Partnership,Hyderabad,Telangana,2025-11-03,TXWB1746078464859,Active,1842.04
REC105210,MCH6228,"Kar, Agarwal and Karpe",5812,Restaurant,Private Limited,Bengaluru,Karnataka,2024-08-05,,Suspended,1145.75
REC105211,MCH9008,"Gour, Amble and Bakshi",5411,Grocery Store,Sole Proprietor,Amritsar,Punjab,2024-12-18,NUSH9143769186873,Active,1167.35
REC105212,MCH1532,Sarna-Kota,5999,Miscellaneous Retail,Private Limited,Delhi,Delhi,2024-10-21,,Active,4843.68
REC105213,MCH2696,"Dave, Chaudhari and Bhatti",5411,Grocery Store,Individual,Delhi,Delhi,2024-11-25,XXXX0248,Suspended,
REC105214,MCH7627,Maharaj-Narain,5311,Department Store,Individual,Lucknow,Uttar Pradesh,2023-03-26,YXZM1071683755810,Active,508.95
REC105215,MCH7830,Hegde Ltd,4131,Transportation,Sole Proprietor,Bengaluru,Karnataka,,,Active,
REC105216,MCH9021,Dubey PLC,4814,Telecom,Private Limited,Jaipur,Rajasthan,2023-10-03,DCIU7751773884205,Inactive,214.99
REC105217,MCH2813,"Panchal, Pradhan and Bora",5812,Restaurant,Individual,Jalandhar,Punjab,2026-01-05,,Active,
REC105218,MCH7709,"Jani, Sidhu and Tripathi",4131,Transportation,Partnership,Jaipur,Rajasthan,2025-06-05,KEWA6292181807133,Active,451.31
REC105219,MCH6104,Keer-Gade,5311,Department Store,Individual,Kolkata,West Bengal,2023-01-01,DQNV8530720672123,Inactive,935.82
REC105220,MCH8316,Nagi PLC,5812,Restaurant,Private Limited,Chennai,Tamil Nadu,2023-09-23,XXXX1199,Active,1504.17
REC105221,MCH6660,Biswas Group,4131,Transportation,Sole Proprietor,Chennai,Tamil Nadu,2025-03-18,,Active,204.05
REC105222,MCH1177,"Mistry, Savant and Jha",4131,Transportation,Sole Proprietor,Amritsar,Punjab,2025-08-29,,Active,1663.99
REC105223,MCH9205,Lala Ltd,4131,Transportation,Private Limited,Kolkata,West Bengal,2024-11-26,XXXX6473,Suspended,569.25
REC105224,MCH7733,Bora Inc,4814,Telecom,Private Limited,Lucknow,Uttar Pradesh,2024-01-22,XXXX3762,Active,5028.38
REC105225,MCH9140,Dugar-Uppal,5411,Grocery Store,Partnership,Jaipur,Rajasthan,2024-12-06,,Active,1470.42
REC105226,MCH2398,Kapur-Dani,5311,Department Store,Individual,Chennai,Tamil Nadu,2023-09-15,IWCQ2998069556193,Active,711.05
REC105227,MCH5141,Gera-Kashyap,4814,Telecom,Partnership,Ludhiana,Punjab,2024-08-01,,Active,2000.07
REC105228,MCH9126,Anne-Chahal,5411,Grocery Store,Partnership,Hyderabad,Telangana,2023-03-05,,Active,
REC105229,MCH1583,Sarin-More,5812,Restaurant,Private Limited,Amritsar,Punjab,2023-10-05,1923155303,Active,1435.48
REC105230,MCH2283,"Dhawan, Palla and Krishnan",7011,Hotel/Lodging,Partnership,Hyderabad,Telangana,,2734680306,Active,954.74
REC105231,MCH5646,Luthra PLC,5942,Books & Stationery,Sole Proprietor,Chennai,Tamil Nadu,2024-04-06,,Active,2198.41
REC105232,MCH1269,Shukla PLC,5699,Apparel,Individual,Hyderabad,Telangana,2025-03-03,,Active,1758.28
REC105233,MCH4881,"Wadhwa, Morar and Kara",5912,Pharmacy,Sole Proprietor,Jalandhar,Punjab,2023-08-26,XXXX1836,Active,367.72
REC105234,MCH6492,Peri LLC,5912,Pharmacy,Individual,Mumbai,Maharashtra,2025-08-20,,Active,3574.25
REC105235,MCH6422,"Bhatnagar, Bora and Venkataraman",5912,Pharmacy,Sole Proprietor,Pune,Maharashtra,2025-05-11,,Active,1587.75
REC105236,MCH1210,"Dua, Buch and Kaul",5942,Books & Stationery,Private Limited,Mumbai,Maharashtra,,9379400368,Suspended,1903.0
REC105237,MCH8801,Bedi Inc,5912,Pharmacy,Sole Proprietor,Lucknow,Uttar Pradesh,2024-08-11,XXXX1264,Active,3479.49
REC105238,MCH5715,"Bansal, Arya and Bhat",5912,Pharmacy,Private Limited,Bengaluru,Karnataka,2025-01-20,,Active,1290.0
REC105239,MCH7429,"Sandal, Raja and Gopal",7011,Hotel/Lodging,Sole Proprietor,Bengaluru,Karnataka,2023-12-15,,Active,1419.21
REC105240,MCH3596,Choudhry Ltd,4131,Transportation,Private Limited,Lucknow,Uttar Pradesh,2024-11-11,NDFD6315987877623,Active,311.69
REC105241,MCH2884,Malhotra-Sarin,5942,Books & Stationery,Sole Proprietor,Pune,Maharashtra,2025-02-27,,Active,683.54
REC105242,MCH1098,"Raval, Yadav and Yogi",7011,Hotel/Lodging,Private Limited,Jaipur,Rajasthan,2023-12-01,XXXX3614,Active,181.0
REC105243,MCH1118,"Basak, Pillai and Arora",5999,Miscellaneous Retail,Private Limited,Chennai,Tamil Nadu,2026-01-06,,Active,3933.25
REC105244,MCH2267,Bobal and Sons,7011,Hotel/Lodging,Partnership,Delhi,Delhi,2023-01-03,NKYD4958921832559,Active,2114.71
REC105245,MCH2727,Ahluwalia and Sons,5942,Books & Stationery,Partnership,Bengaluru,Karnataka,2023-07-24,FLWS4381228751020,Active,133.58
REC105246,MCH3308,"Dhawan, Ranganathan and Luthra",5699,Apparel,Partnership,Amritsar,Punjab,2026-01-09,XXXX7835,Disabled,2438.38
REC105247,MCH6560,"Pandit, Jayaraman and Chokshi",4814,Telecom,Individual,Hyderabad,Telangana,2023-05-29,3945566171,Active,11930.97
REC105248,MCH9400,"Dara, Desai and Sethi",5999,Miscellaneous Retail,Partnership,Mumbai,Maharashtra,2025-08-23,,Active,2120.88
REC105249,MCH7675,Suresh-Tandon,4131,Transportation,Partnership,Pune,Maharashtra,2025-01-24,,Active,1022.55
REC105250,MCH5328,Kaur Group,5699,Apparel,Partnership,Lucknow,Uttar Pradesh,2025-04-07,,Active,1594.0
REC105251,MCH1449,"Chadha, Ramakrishnan and Badami",7011,Hotel/Lodging,Partnership,Hyderabad,Telangana,2023-09-28,,Blocked,1634.83
REC105252,MCH9277,Pal-Rout,5942,Books & Stationery,Individual,Amritsar,Punjab,2026-02-10,,Active,963.33
REC105253,MCH5210,"Gill, Acharya and Naidu",5912,Pharmacy,Partnership,Amritsar,Punjab,2024-12-10,1435006704,Suspended,1319.3
REC105254,MCH1434,Kale and Sons,5812,Restaurant,Private Limited,Jalandhar,Punjab,2023-04-25,0258989067,Active,985.73
REC105255,MCH7184,Dara Inc,5411,Grocery Store,Sole Proprietor,Mumbai,Maharashtra,2023-08-31,,Active,1095.25
REC105256,MCH5684,Arora PLC,5699,Apparel,Sole Proprietor,Kolkata,West Bengal,2023-11-15,XXXX4030,Active,898.89
REC105257,MCH8650,Konda Ltd,5999,Miscellaneous Retail,Sole Proprietor,Ludhiana,Punjab,2024-05-27,XXXX1884,Active,578.35
REC105258,MCH2274,"Kunda, Vig and Parsa",5999,Miscellaneous Retail,Sole Proprietor,Mumbai,Maharashtra,2023-06-06,XXXX2871,Active,3028.0
REC105259,MCH9413,Kala-Sarkar,5912,Pharmacy,Sole Proprietor,Hyderabad,Telangana,2023-10-25,XXXX4409,Active,869.76
REC105260,MCH9516,"Sule, Borra and Rattan",5812,Restaurant,Partnership,Amritsar,Punjab,2023-01-19,,Active,
REC105261,MCH3659,Kashyap LLC,4131,Transportation,Partnership,Pune,Maharashtra,2025-07-06,,Active,403.54
REC105262,MCH8370,"Ramaswamy, Dugal and Upadhyay",4131,Transportation,Sole Proprietor,Delhi,Delhi,,XXXX7519,Active,538.41
REC105263,MCH9807,Pillay-Sule,5912,Pharmacy,Partnership,Ludhiana,Punjab,2024-09-17,,Active,3555.86
REC105264,MCH6983,Barman-Ch and,5311,Department Store,Partnership,Delhi,Delhi,2024-10-07,,Active,3713.18
REC105265,MCH4094,Thakur-Shah,5311,Department Store,Individual,Chennai,Tamil Nadu,2024-12-25,8582719146,Active,1848.8
REC105266,MCH2416,"Gokhale, Dua and Murty",5411,Grocery Store,Sole Proprietor,Delhi,Delhi,2024-09-15,0489469400,Active,4341.41
REC105267,MCH1838,Manda-Deshpande,5942,Books & Stationery,Partnership,Jalandhar,Punjab,2025-09-04,XYTA4197098019941,Active,2224.32
REC105268,MCH9946,Koshy Group,5942,Books & Stationery,Private Limited,Hyderabad,Telangana,,XXXX9561,Suspended,1728.0
REC105269,MCH5274,"Nair, Dave and Hayre",4131,Transportation,Individual,Bengaluru,Karnataka,2023-04-08,AJZR1927630901873,Active,598.65
REC105270,MCH3399,Muni and Sons,5699,Apparel,Private Limited,Amritsar,Punjab,2024-07-04,2117257070,Active,
REC105271,MCH5823,Garde LLC,5311,Department Store,Sole Proprietor,Bengaluru,Karnataka,2023-03-15,XXXX1484,Inactive,1075.77
REC105272,MCH9130,Chhabra LLC,5812,Restaurant,Private Limited,Jalandhar,Punjab,2024-12-09,,Active,1786.29
REC105273,MCH3553,"Goda, Padmanabhan and Goswami",4131,Transportation,Individual,Jaipur,Rajasthan,,,Hold,1035.0
REC105274,MCH2610,"Dhar, Mahajan and Sarkar",5912,Pharmacy,Private Limited,Delhi,Delhi,2025-08-09,GLOR5725383010765,Active,
REC105275,MCH6392,Nazareth PLC,7011,Hotel/Lodging,Individual,Hyderabad,Telangana,2023-05-06,2855125611,Active,3645.82
REC105276,MCH6862,Misra-Dada,4814,Telecom,Private Limited,Kolkata,West Bengal,2025-08-12,XXXX0069,Active,736.0
REC105277,MCH2564,Bumb and Sons,7011,Hotel/Lodging,Private Limited,Hyderabad,Telangana,2025-04-18,XXXX0675,Active,1155.71
REC105278,MCH7040,Bhasin-Lala,5942,Books & Stationery,Individual,Mumbai,Maharashtra,2025-10-11,FTZP5237157996499,Suspended,2406.66
REC105279,MCH3760,Das-Ahuja,5812,Restaurant,Sole Proprietor,Lucknow,Uttar Pradesh,2023-01-13,QOFI2681256583657,Active,755.0
REC105280,MCH3700,"Sinha, Purohit and Shetty",5912,Pharmacy,Individual,Bengaluru,Karnataka,2025-04-01,2727095091,Disabled,1238.03
REC105281,MCH2232,Saha PLC,7011,Hotel/Lodging,Partnership,Delhi,Delhi,2023-09-28,8260481168,Inactive,1033.0
REC105282,MCH7422,Divan-Vaidya,5942,Books & Stationery,Individual,Jaipur,Rajasthan,2024-07-26,7661131218,Suspended,170.31
REC105283,MCH2849,Gokhale-Iyengar,4814,Telecom,Partnership,Jalandhar,Punjab,,8509639866,Active,1215.62
REC105284,MCH3572,Kohli PLC,4131,Transportation,Sole Proprietor,Delhi,Delhi,2025-11-20,XXXX5864,Active,
REC105285,MCH9001,Sangha-Ravi,5912,Pharmacy,Individual,Bengaluru,Karnataka,2024-10-17,,Active,242.09
REC105286,MCH7473,"Goswami, Narang and Chaudhari",5411,Grocery Store,Partnership,Hyderabad,Telangana,,,Active,1709.42
REC105287,MCH8358,Tripathi-Borah,5912,Pharmacy,Private Limited,Kolkata,West Bengal,2025-06-12,BKSI3267781366733,Active,1758.66
REC105288,MCH7463,Chaudry-Natarajan,5912,Pharmacy,Partnership,Chennai,Tamil Nadu,2025-07-05,VIFS4477584866493,Active,
REC105289,MCH8910,Varkey Group,5912,Pharmacy,Individual,Ludhiana,Punjab,2025-02-07,XXXX9985,Active,9929.86
REC105290,MCH2879,"Sidhu, Kumer and Venkatesh",4131,Transportation,Partnership,Bengaluru,Karnataka,2024-02-14,,Active,1726.8
REC105291,MCH3416,"Rau, Baral and Karan",4814,Telecom,Private Limited,Ludhiana,Punjab,2024-02-02,,Active,894.0
REC105292,MCH3600,Bhat-Naik,5999,Miscellaneous Retail,Private Limited,Amritsar,Punjab,,0307550331,Active,3889.22
REC105293,MCH3571,"Aurora, Kamdar and Vasa",5411,Grocery Store,Private Limited,Lucknow,Uttar Pradesh,2023-02-03,,Active,583.65
REC105294,MCH1552,Uppal PLC,4131,Transportation,Sole Proprietor,Hyderabad,Telangana,,,Active,1136.0
REC105295,MCH9311,"Dyal, Mohan and Patla",5942,Books & Stationery,Sole Proprietor,Bengaluru,Karnataka,2025-02-16,8480146699,Active,1774.56
REC105296,MCH5822,Gandhi-Krish,5311,Department Store,Sole Proprietor,Bengaluru,Karnataka,2023-02-10,7874103727,Active,1268.39
REC105297,MCH1861,Vora-Balan,5411,Grocery Store,Sole Proprietor,Pune,Maharashtra,2025-10-17,MBHV3858162453364,Disabled,2646.57
REC105298,MCH9811,Natarajan-Goswami,5699,Apparel,Partnership,Mumbai,Maharashtra,2023-08-24,,Active,5908.31
REC105299,MCH7226,"Peri, Barad and Panchal",5942,Books & Stationery,Sole Proprietor,Delhi,Delhi,2024-11-30,VDWB1270434840968,Active,4237.0
REC105300,MCH9245,Zachariah-Suri,5311,Department Store,Individual,Jalandhar,Punjab,2023-05-03,ZBKQ5898737738506,Active,328.18
REC105301,MCH1219,Srinivas-Bobal,5912,Pharmacy,Sole Proprietor,Chennai,Tamil Nadu,2023-08-27,,Active,2814.27
REC105302,MCH3488,Sarna-Ramaswamy,5699,Apparel,Private Limited,Kolkata,West Bengal,2025-12-10,XXXX7182,Active,1118.6
REC105303,MCH1040,Krishnan and Sons,5411,Grocery Store,Sole Proprietor,Jalandhar,Punjab,2023-01-06,5805252531,Active,1030.03
REC105304,MCH9140,Raghavan-Batta,4814,Telecom,Individual,Bengaluru,Karnataka,2024-11-04,HHIC1764468874406,Active,755.01
REC105305,MCH8870,Solanki-Cherian,4131,Transportation,Partnership,Kolkata,West Bengal,2025-07-04,HJDK9008014525015,Active,1597.0
REC105306,MCH3541,"Srivastava, Tella and Konda",4814,Telecom,Private Limited,Delhi,Delhi,2024-10-31,XXXX6960,Inactive,2341.43
REC105307,MCH4439,Deshpande Ltd,5812,Restaurant,Partnership,Bengaluru,Karnataka,2025-04-02,XXXX4378,Active,
REC105308,MCH2767,"Munshi, Kohli and Pai",5699,Apparel,Private Limited,Lucknow,Uttar Pradesh,2026-02-28,6694122395,Active,1994.09
REC105309,MCH8606,Prabhakar Ltd,5942,Books & Stationery,Partnership,Mumbai,Maharashtra,2024-11-25,,Active,602.72
REC105310,MCH9276,Trivedi-Kunda,5699,Apparel,Individual,Delhi,Delhi,2025-12-31,XXXX9182,Active,2310.01
REC105311,MCH6692,Kamdar Inc,5999,Miscellaneous Retail,Private Limited,Lucknow,Uttar Pradesh,2023-09-02,,Active,116.28
REC105312,MCH8057,Kalla Group,5912,Pharmacy,Sole Proprietor,Mumbai,Maharashtra,2025-08-29,,Active,437.01
REC105313,MCH5263,"Narang, Kata and Pillai",5311,Department Store,Private Limited,Ludhiana,Punjab,2024-12-08,,Active,
REC105314,MCH8893,Anand-Dada,5411,Grocery Store,Private Limited,Delhi,Delhi,2023-02-15,,Active,598.72
REC105315,MCH4709,Ramakrishnan-Palla,4814,Telecom,Individual,Bengaluru,Karnataka,2026-02-15,AMXA0608566091033,Active,1190.3
REC105316,MCH2444,"Sachar, Das and Deo",4131,Transportation,Sole Proprietor,Jalandhar,Punjab,2025-05-12,,Active,563.27
REC105317,MCH7580,"Setty, Kala and Ramesh",7011,Hotel/Lodging,Partnership,Jaipur,Rajasthan,2025-10-20,,Active,
REC105318,MCH1087,"Mitter, Sawhney and Luthra",7011,Hotel/Lodging,Partnership,Chennai,Tamil Nadu,2025-04-19,,Suspended,2381.71
REC105319,MCH4066,Nazareth Group,5942,Books & Stationery,Sole Proprietor,Kolkata,West Bengal,2023-01-28,XMZT2343976498711,Active,
REC105320,MCH8169,"Kapur, Prashad and Srinivasan",5999,Miscellaneous Retail,Individual,Jaipur,Rajasthan,2024-03-11,XXXX1277,Active,1294.0
REC105321,MCH9022,"Kunda, Dugar and Kari",5699,Apparel,Individual,Amritsar,Punjab,2026-01-24,,Active,1439.0
REC105322,MCH3287,"Dave, Ganesan and Biswas",5311,Department Store,Individual,Bengaluru,Karnataka,,7925995111,Active,1007.0
REC105323,MCH2522,Savant-Sangha,5311,Department Store,Partnership,Mumbai,Maharashtra,2024-03-01,1167145374,Active,702.03
REC105324,MCH4362,Sura LLC,7011,Hotel/Lodging,Individual,Jaipur,Rajasthan,2023-04-23,2143307806,Suspended,218.0
REC105325,MCH9060,"Ramaswamy, Singhal and Deep",5999,Miscellaneous Retail,Individual,Mumbai,Maharashtra,2023-01-01,,Active,1011.0
REC105326,MCH5890,Apte-Sant,5311,Department Store,Partnership,Amritsar,Punjab,2026-01-27,BNKX3894227656030,Inactive,2687.77
REC105327,MCH1327,Gandhi PLC,5699,Apparel,Sole Proprietor,Lucknow,Uttar Pradesh,2023-11-02,XXXX1458,Active,902.09
REC105328,MCH8636,Ghosh-Dash,5942,Books & Stationery,Partnership,Amritsar,Punjab,2023-09-06,8172688665,Active,3699.41
REC105329,MCH2676,"Kohli, Biswas and Aggarwal",5912,Pharmacy,Partnership,Pune,Maharashtra,2026-01-30,LQDP7543612313020,Inactive,
REC105330,MCH6654,Tella Group,5812,Restaurant,Sole Proprietor,Hyderabad,Telangana,,,Active,1438.0
REC105331,MCH2418,Majumdar-Hegde,5411,Grocery Store,Partnership,Pune,Maharashtra,2023-06-09,,Active,
REC105332,MCH4148,"Muni, Chaudhari and De",5999,Miscellaneous Retail,Private Limited,Kolkata,West Bengal,2024-12-20,2868917120,Disabled,2139.38
REC105333,MCH4285,Bhatnagar-Atwal,5942,Books & Stationery,Partnership,Jalandhar,Punjab,,,Closed,988.9
REC105334,MCH7362,"Rege, Thaker and Sinha",5912,Pharmacy,Private Limited,Pune,Maharashtra,2025-01-29,,Active,1915.79
REC105335,MCH5683,Chauhan-Chakraborty,5912,Pharmacy,Private Limited,Chennai,Tamil Nadu,2025-06-06,8678287299,Active,
REC105336,MCH7196,Kunda-Bakshi,5311,Department Store,Private Limited,Kolkata,West Bengal,2026-02-08,,Suspended,859.44
REC105337,MCH5040,Nayar-Khatri,4814,Telecom,Individual,Pune,Maharashtra,2025-04-30,,Active,1055.33
REC105338,MCH5639,"Viswanathan, Gupta and Varghese",7011,Hotel/Lodging,Sole Proprietor,Mumbai,Maharashtra,2023-09-02,,Active,2712.0
REC105339,MCH7048,Manda Inc,5942,Books & Stationery,Sole Proprietor,Kolkata,West Bengal,2024-02-17,1555117689,Active,776.0
REC105340,MCH9492,Mitra Group,5912,Pharmacy,Private Limited,Kolkata,West Bengal,2024-07-13,8155802263,Active,1049.0
REC105341,MCH7758,"Memon, Agate and Deshpande",5699,Apparel,Partnership,Mumbai,Maharashtra,2023-12-27,KYBY5368849904131,Active,362.28
