record_id,user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment
REC129918,USR56479,Pratyush Saran,DAUQY0676F,769398517393,2001-09-05,Hyderabad,Telangana,,Unemployed,2024-02-09 01:58:11,Verified,Low
REC129919,USR99991,Hemal Vyas,KGKLF7481O,753544270206,1965-02-15,Chennai,Tamil Nadu,7072.0,Salaried,2025-07-29 00:00:00,Verified,High
REC129920,USR78208,Saksham Chowdhury,ICWGN9576J,,1992-11-14,Jaipur,Rajasthan,26215.0,Student,2024-10-20 00:00:00,Verified,Low
REC129921,USR60933,Udyati Contractor,SUGOZ3006C,840163948695,1994-04-20,Ludhiana,Punjab,27350.0,Freelancer,2025-03-02 13:57:50,In Progress,Low
REC129922,USR20002,Atharv Lalla,EMZGO3540T,613092898829,1978-09-03,Chennai,Tamil Nadu,26846.0,Freelancer,2024-07-24 00:00:00,Rejected,Low
REC129923,USR78462,Qarin Patla,WCXYO5743X,461690108436,1966-04-09,Pune,Maharashtra,6572.0,Freelancer,2025-07-09 00:00:00,Verified,Low
REC129924,USR58899,Kamala Choudhary,ZDMXE5004G,XXXX-XXXX-5642,1999-01-25,Bengaluru,Karnataka,10152.0,Student,2024-08-16 00:00:00,Verified,High
REC129925,USR48678,Chakradev Seshadri,VSRRZ2778L,103803797801,1964-06-21,Chennai,Tamil Nadu,25659.0,Unemployed,2024-10-26 00:00:00,Verified,High
REC129926,USR92356,Chandani Pall,JIIGE1867V,627624033260,1987-01-28,Bengaluru,Karnataka,21415.0,Retired,2024-05-11 00:00:00,Pending,Low
REC129927,USR99386,Rachit Char,MPSEP4081X,200431454039,,Mumbai,Maharashtra,15269.0,Farmer,2025-06-21 00:00:00,Pending,Low
REC129928,USR33926,Diya Lall,KKWWO2587U,,1980-06-21,Ludhiana,Punjab,19885.0,Unemployed,2026-01-20 19:21:54,Rejected,High
REC129929,USR58066,Gauri Bhalla,QWVGM1381J,296689410159,1982-02-05,Jalandhar,Punjab,16621.0,Unemployed,2024-10-25 16:23:49,Verified,Low
REC129930,USR52005,Oviya Sengupta,BEUOH9968Y,,2007-02-02,Jaipur,Rajasthan,37278.0,Unemployed,2024-04-16 13:36:37,Pending,Low
REC129931,USR45667,Upkaar Dhar,ONHWU3864X,009699459247,1964-05-14,Jaipur,Rajasthan,21046.0,Freelancer,2026-03-07 00:00:00,Verified,Medium
REC129932,USR13270,Ekavir Bala,NODQR5629Q,194936825866,,Pune,Maharashtra,,Retired,2025-01-02 00:00:00,Verified,High
REC129933,USR81091,Bimala Verma,IREEU3881P,138288080619,1980-08-19,Bengaluru,Karnataka,33026.0,Salaried,2025-08-08 00:00:00,Pending,Low
REC129934,USR93742,Tara Zacharia,GFVEI7117O,398576740369,1995-01-22,Jalandhar,Punjab,,Student,2025-09-15 00:00:00,Verified,Low
REC129935,USR55359,Yamini Mani,WIBEM1884S,,1981-02-06,Amritsar,Punjab,,Gig Worker,2024-05-17 00:00:00,Verified,Low
REC129936,USR10922,Rajeshri Chacko,IBCAP4396X,,2004-12-21,Lucknow,Uttar Pradesh,17527.0,Business Owner,2024-12-26 00:00:00,Verified,Low
REC129937,USR70071,Utkarsh Vyas,UFRYU1014M,,1977-10-09,Bengaluru,Karnataka,,Unemployed,2024-11-01 00:00:00,Verified,High
REC129938,USR20779,Uccha1 Kunda,ZJQCN2951B,,1971-09-18,Amritsar,Punjab,39231.0,Salaried,2024-12-22 00:00:00,Verified,Low
REC129939,USR48844,Lopa Acharya,FNHQY2180H,921669398218,1970-09-07,Amritsar,Punjab,18153.0,Student,,Verified,Medium
REC129940,USR23504,Bakhshi Rastogi,XVWGW3186R,715207999534,1996-10-25,Mumbai,Maharashtra,,Freelancer,2024-03-28 00:00:00,Verified,Low
REC129941,USR89775,Anika Bawa,RXRBL0194G,412674757858,1965-10-13,Hyderabad,Telangana,55346.0,Retired,2025-12-09 00:00:00,Rejected,Medium
REC129942,USR34059,Pushti Sood,VCPAU7748K,125421539722,1968-06-25,Jalandhar,Punjab,34711.0,Freelancer,2024-01-10 00:00:00,Verified,Low
REC129943,USR38120,Krishna Kurian,,,2006-03-24,Amritsar,Punjab,34175.0,Farmer,2025-01-16 00:00:00,Verified,Medium
REC129944,USR17349,Riya Krishnan,SAZGL6423V,,1968-01-14,Mumbai,Maharashtra,63095.0,Student,2026-01-10 00:00:00,Verified,Low
REC129945,USR32142,Keya Dara,VZEWV0851S,,1984-05-02,Chennai,Tamil Nadu,48116.0,Gig Worker,2024-12-09 00:00:00,Verified,Low
REC129946,USR85090,Girindra Arya,WZPZW3933X,635224059451,1966-10-10,Kolkata,West Bengal,54347.0,Unemployed,2024-03-28 16:15:00,Verified,Medium
REC129947,USR51757,Pranit Mandal,MLYDV3870E,,1981-12-22,Jaipur,Rajasthan,22395.0,Retired,,Verified,Low
REC129948,USR32085,Niharika Char,IFGXP9468V,084181722140,2000-12-18,Delhi,Delhi,21800.0,Salaried,2024-05-29 00:00:00,Verified,High
REC129949,USR54236,Ronith Kibe,ZKSKG3395U,597509904371,1976-10-12,Amritsar,Punjab,19015.0,Student,2024-05-21 03:41:50,Verified,Medium
REC129950,USR61630,Chasmum Merchant,FZHEZ9019G,,1984-11-13,Bengaluru,Karnataka,35867.0,Student,2024-01-30 00:00:00,Verified,Low
REC129951,USR50686,Frederick Mukhopadhyay,FSRYJ7499O,847239287574,1996-01-13,Chennai,Tamil Nadu,14530.0,Freelancer,2024-04-14 15:26:31,In Progress,Low
REC129952,USR67987,Yashasvi Choudhury,YIPBA0601K,468649589829,1988-11-10,Mumbai,Maharashtra,33360.0,Salaried,2025-05-26 00:00:00,Verified,Medium
REC129953,USR69068,Urvi Randhawa,OJXRS9289C,101867350697,2000-08-16,Ludhiana,Punjab,50011.0,Unemployed,2024-08-08 02:15:00,Verified,Low
REC129954,USR41696,Charvi Parmer,FTSRN7569H,684828061467,2001-01-31,Chennai,Tamil Nadu,,Farmer,2025-08-09 00:00:00,Pending,Low
REC129955,USR27822,Tarak Mannan,GKOMU4222T,,1975-09-15,Lucknow,Uttar Pradesh,42009.0,Student,2024-02-20 00:00:00,Verified,Medium
REC129956,USR52987,Hemani Palla,EDEIW2699O,647895215031,1968-08-21,Lucknow,Uttar Pradesh,33200.0,Unemployed,2025-07-22 00:00:00,Verified,Medium
REC129957,USR60708,Jagvi Kar,HNTAB5846V,115309855235,1969-03-18,Jaipur,Rajasthan,30634.0,Unemployed,2024-04-04 00:00:00,Verified,Medium
REC129958,USR29265,Urmi Thaman,DDEKW9107U,231251216700,1995-09-12,Mumbai,Maharashtra,25971.0,Retired,2024-06-06 19:56:00,Verified,Low
REC129959,USR37169,Zayyan Sandhu,PNNRN6877U,189922885131,1960-11-14,Delhi,Delhi,26821.0,Self Employed,2025-03-20 00:00:00,Verified,Medium
REC129960,USR70628,Charan Gandhi,HTKRI4705K,523962539488,1963-04-29,Jaipur,Rajasthan,27398.0,Farmer,2025-10-17 19:35:36,Verified,Low
REC129961,USR40804,Devika Kari,YUSCW3698F,290298861625,1962-12-18,Hyderabad,Telangana,25983.0,Salaried,2025-06-30 13:48:27,Verified,Medium
REC129962,USR84844,Krishna Panchal,KACVT8138G,786902909398,1967-10-11,Jaipur,Rajasthan,35731.0,Student,2025-09-12 19:33:48,Verified,Low
REC129963,USR72077,Nirja Prabhakar,HACAX9308I,390699814306,1986-01-02,Jaipur,Rajasthan,48900.0,Student,2025-01-26 00:00:00,Verified,Low
REC129964,USR36227,Qabil Palla,QKIGA3545H,031761633947,1990-05-01,Jalandhar,Punjab,38945.0,Self Employed,2026-03-09 00:00:00,Verified,Medium
REC129965,USR81336,Simon Parikh,ENHSS9321S,649334178887,1977-08-19,Lucknow,Uttar Pradesh,30649.0,Freelancer,2025-04-05 00:00:00,Verified,Low
REC129966,USR46799,Jonathan Sarraf,FXZAO1903Z,XXXX-XXXX-5412,1968-12-31,Jalandhar,Punjab,21891.0,Gig Worker,2024-08-28 00:00:00,Verified,Unknown
REC129967,USR22347,Varenya Mannan,TBFXU9657G,288439303918,1960-02-14,Pune,Maharashtra,,Retired,2025-08-12 00:00:00,Verified,Medium
REC129968,USR55901,Ikbal Gara,LMQXT4392I,629572326460,1972-04-24,Jalandhar,Punjab,16259.0,Retired,,Verified,Low
REC129969,USR31720,Frado Mall,SYMMS0727V,,2000-12-21,Lucknow,Uttar Pradesh,,Farmer,,Verified,Low
REC129970,USR61355,Harita Peri,KKMJK0729W,831758874116,1961-12-07,Kolkata,West Bengal,40841.0,Self Employed,,Verified,Low
REC129971,USR10384,Chaitanya Barad,DMNCA0798I,930358950713,2001-06-25,Bengaluru,Karnataka,25854.0,Freelancer,2024-02-26 00:00:00,Pending,Low
REC129972,USR14434,Ekani Sathe,DLJNI0612Y,685328276090,1975-05-22,Pune,Maharashtra,,Student,2024-04-19 00:47:53,Verified,Low
REC129973,USR15365,Ijaya Bath,LWMKJ7173M,,1971-11-29,Jaipur,Rajasthan,23025.0,Gig Worker,2024-01-29 05:48:00,Verified,Low
REC129974,USR18981,Ria Mall,AMYSO9069S,XXXX-XXXX-4421,1975-01-31,Amritsar,Punjab,18010.0,Salaried,2024-03-06 00:00:00,Pending,Low
REC129975,USR25751,Guneet Parikh,RWXTV2654N,,1966-11-13,Mumbai,Maharashtra,34433.0,Student,2024-12-02 00:00:00,Verified,Low
REC129976,USR78982,Hemani Ramakrishnan,FFOKO2613T,256808077912,1973-06-22,Delhi,Delhi,24419.0,Student,2024-04-21 00:02:55,Verified,Low
REC129977,USR18500,Zayan Sunder,,438217891110,1995-06-02,Pune,Maharashtra,30906.0,Gig Worker,2025-12-26 00:00:00,Verified,Low
REC129978,USR11632,Max Chaudhary,VSOST2435C,,2004-07-20,Jalandhar,Punjab,15452.0,Unemployed,,Pending,Medium
REC129979,USR62552,Advaith Sandal,MAUUU0415T,498705401195,1966-11-19,Pune,Maharashtra,61284.0,Salaried,2025-12-18 00:00:00,Verified,Medium
REC129980,USR84932,Aashi Raju,DCAES1002F,823596946791,1987-01-13,Ludhiana,Punjab,16800.0,Freelancer,2025-11-20 00:00:00,Verified,Medium
REC129981,USR68458,Omisha Sem,LXSRX5887A,,1994-05-03,Bengaluru,Karnataka,117821.0,Student,2025-01-05 00:00:00,Verified,Low
REC129982,USR39171,Dayita Ah1uwa1ia,QZRPA9793P,636478766183,1979-01-19,Mumbai,Maharashtra,20370.0,Retired,2024-04-06 00:00:00,Rejected,High
REC129983,USR42236,Ojas Balasubramanian,ZHDLI4141V,863400299907,2007-08-14,Hyderabad,Telangana,29680.0,Salaried,2025-06-15 00:00:00,Verified,Low
REC129984,USR12291,Christopher Palla,LBMBB9542D,468180296891,,Chennai,Tamil Nadu,26196.0,Retired,2024-12-09 00:00:00,Verified,Low
REC129985,USR38244,Pooja Chana,RQJEN3256G,072557333545,1974-06-25,Bengaluru,Karnataka,20446.0,Salaried,2024-03-16 23:54:40,In Progress,Low
REC129986,USR19688,Arin Te11a,JUNYV5141L,159837580725,2001-07-04,Jaipur,Rajasthan,74240.0,Farmer,2025-03-24 00:00:00,Verified,Low
REC129987,USR64399,Jatin Jayaraman,HYXKT4229R,,1993-06-15,Mumbai,Maharashtra,10016.0,Student,2025-07-27 00:00:00,Verified,Low
REC129988,USR73570,Aarav Prabhakar,ZZLZE0323G,,1984-05-02,Mumbai,Maharashtra,28800.0,Student,2025-01-04 00:00:00,Pending,Low
REC129989,USR76894,Aadi Bir,GTWHO2527A,XXXX-XXXX-9816,1987-02-11,Amritsar,Punjab,11265.0,Student,2024-08-10 07:00:03,Pending,Low
REC129990,USR86056,Aradhana Sidhu,CIOCN0554J,XXXX-XXXX-9566,1976-01-01,Hyderabad,Telangana,10297.0,Salaried,2025-08-02 00:00:00,Verified,Low
REC129991,USR28166,Pratyush Gokhale,,685965681222,1982-08-05,Mumbai,Maharashtra,19673.0,Retired,2025-09-05 22:11:44,Verified,Low
REC129992,USR69585,Ekaja Sankar,USURP2331P,,1969-05-05,Pune,Maharashtra,19234.0,Salaried,2024-07-22 00:00:00,Verified,Low
REC129993,USR60488,Anvi Setty,GOHTA4667Y,XXXX-XXXX-6807,2001-01-02,Amritsar,Punjab,6418.0,Freelancer,2026-02-23 00:00:00,Verified,Unknown
REC129994,USR21648,Ati Sathe,LIOZZ7401K,XXXX-XXXX-6343,1992-08-30,Hyderabad,Telangana,52067.0,Student,2026-02-11 17:27:58,Verified,Low
REC129995,USR99122,Libni Kulkarni,HASOX5061U,,1980-02-16,Kolkata,West Bengal,14700.0,Self Employed,2024-05-18 04:30:00,Pending,Low
REC129996,USR81583,Warhi Kade,OYLQN6271O,,1998-12-16,Bengaluru,Karnataka,36800.0,Student,2025-02-11 00:00:00,Verified,High
REC129997,USR75049,Omaja Morar,YYECD4886S,337583718940,1998-05-29,Hyderabad,Telangana,35552.0,Farmer,2025-04-03 00:00:00,Verified,Medium
REC129998,USR84930,Anamika Pandey,,855006723226,1969-08-20,Bengaluru,Karnataka,68269.0,Student,2024-05-15 00:00:00,Verified,Medium
REC129999,USR19378,Max Pai,KLTFA0228C,848509581388,1996-10-02,Delhi,Delhi,40100.0,Gig Worker,2024-07-14 00:00:00,Pending,Low
REC130000,USR53923,Jeremiah Sami,,065483010706,1988-02-07,Lucknow,Uttar Pradesh,21881.0,Gig Worker,2024-02-23 00:00:00,Verified,Low
REC130001,USR48764,Anita Doshi,,779131228348,1986-03-20,Kolkata,West Bengal,17300.0,Freelancer,2024-06-03 00:00:00,Verified,Medium
REC130002,USR12615,Elijah Ramakrishnan,DVQBT8821V,844921988725,1963-04-27,Pune,Maharashtra,64399.0,Salaried,2025-07-30 05:50:42,Verified,Low
REC130003,USR98927,David Sachdev,FXFWM3154I,957985576369,1964-05-02,Mumbai,Maharashtra,19760.0,Retired,2025-05-14 00:00:00,Verified,Low
REC130004,USR33920,A1exander D’a1ia,IYQRN4109S,,1982-10-17,Pune,Maharashtra,19779.0,Salaried,2024-01-04 00:00:00,Rejected,Low
REC130005,USR29368,Falguni Pingle,YAFZT0994L,121147784335,1996-08-04,Mumbai,Maharashtra,22374.0,Farmer,2025-10-28 04:17:35,Verified,Low
REC130006,USR50120,Ria Sandal,GGLID0093F,,1986-06-04,Kolkata,West Bengal,20967.0,Student,2025-02-03 00:00:00,Verified,Low
REC130007,USR61587,Zayyan Mand,AUBOB9128W,377868085398,1985-08-05,Kolkata,West Bengal,32457.0,Business Owner,2025-12-05 17:28:00,Verified,Low
REC130008,USR80158,Odika Kunda,HTJPZ7143D,XXXX-XXXX-1945,1991-07-08,Hyderabad,Telangana,27736.0,Business Owner,,Verified,Low
REC130009,USR67510,Sudiksha Maharaj,OTAZD3466S,052696163131,2004-12-06,Delhi,Delhi,,Salaried,2025-08-29 00:00:00,Verified,High
REC130010,USR33354,Bachittar Narang,LUCQR3485F,041065750002,1965-04-19,Ludhiana,Punjab,21823.0,Business Owner,,Verified,High
REC130011,USR50893,Hamsini Patla,UZCZF0268V,710648380942,1967-07-11,Jaipur,Rajasthan,50542.0,Student,2026-02-16 00:00:00,Verified,Medium
REC130012,USR26570,Karan Pingle,QJCJG5455U,110796769537,1994-06-05,Chennai,Tamil Nadu,21775.0,Self Employed,2024-11-30 00:00:00,Verified,High
REC130013,USR70990,Edhitha Devan,RRQQQ0197I,665833408789,1983-07-21,Kolkata,West Bengal,42863.0,Business Owner,2024-02-29 21:29:40,Verified,Low
REC130014,USR19975,Jagvi Patel,APFBS8546W,151090891757,1982-12-05,Amritsar,Punjab,30300.0,Freelancer,2024-07-07 00:00:00,Verified,Low
REC130015,USR27435,Anay Bassi,JVPAU5122D,731132335783,1975-10-17,Hyderabad,Telangana,66690.0,Retired,2024-01-04 00:00:00,Verified,Low
REC130016,USR54685,Anya Pingle,YLYPA9092J,775181069784,1961-12-15,Lucknow,Uttar Pradesh,34218.0,Salaried,2024-07-16 10:10:00,Under Review,Low
REC130017,USR19377,Ayaan Loke,,XXXX-XXXX-8116,1971-06-11,Pune,Maharashtra,32363.0,Farmer,2024-01-28 03:42:42,Verified,Low
REC130018,USR70692,Adweta Vasa,DCOCL1998F,477070177446,1962-06-01,Delhi,Delhi,46065.0,Student,,Verified,Medium
REC130019,USR33400,Ekalinga Bala,AHAIL7003I,632075806733,1977-04-20,Mumbai,Maharashtra,53586.0,Farmer,2025-05-13 00:00:00,Verified,Low
REC130020,USR82120,Wakeeta Hayre,YNNGP2365O,825767864271,1972-05-08,Mumbai,Maharashtra,21124.0,Farmer,2024-06-24 00:00:00,Pending,Low
REC130021,USR36612,Nihal Sarraf,ZNJPE0066B,441998501978,,Chennai,Tamil Nadu,,Retired,2024-11-13 00:59:00,Verified,Low
REC130022,USR39878,Ishanvi Kalla,GLMJX3852S,597331393151,1980-09-01,Jaipur,Rajasthan,,Retired,2025-10-20 00:00:00,In Progress,Low
REC130023,USR25474,Barkha Pandit,NRSKE6468G,980482051117,1988-01-06,Lucknow,Uttar Pradesh,15320.0,Retired,2026-02-06 00:00:00,Verified,High
REC130024,USR66068,Neelima Parikh,YOGDU2510X,XXXX-XXXX-9811,2005-05-09,Kolkata,West Bengal,28099.0,Self Employed,2025-05-21 10:37:00,Verified,Low
REC130025,USR69064,Tarak Mani,UYQAR5427H,,,Lucknow,Uttar Pradesh,39447.0,Unemployed,2024-08-22 00:00:00,Verified,Low
REC130026,USR61350,Kalpit Kapoor,EIBUO5591K,,1980-01-28,Lucknow,Uttar Pradesh,38004.0,Salaried,2025-09-13 00:00:00,Verified,Low
REC130027,USR90381,Lakshmi Anand,BYAWE2376Y,299674013160,1981-10-24,Mumbai,Maharashtra,21146.0,Retired,2024-12-25 23:55:09,Verified,Medium
REC130028,USR17845,Gautam Bora,NOMAB8565C,186132381645,1961-04-25,Jalandhar,Punjab,15566.0,Unemployed,2025-07-11 00:00:00,Pending,High
REC130029,USR11777,Vivaan Dewan,WWZWZ9647A,840480022692,1980-06-19,Pune,Maharashtra,12900.0,Student,2025-12-17 21:04:40,Verified,Low
REC130030,USR85177,Faraj Goda,,XXXX-XXXX-9392,1960-06-27,Delhi,Delhi,27393.0,Retired,2025-05-21 07:06:27,Verified,Medium
REC130031,USR45861,Aashi Contractor,TAIRK0979R,,1965-09-17,Amritsar,Punjab,74233.0,Unemployed,2025-10-29 13:24:51,Verified,Low
REC130032,USR72263,Sanya Raj,EDQVI5366B,487497235326,1979-12-07,Jaipur,Rajasthan,14381.0,Unemployed,2024-04-17 10:44:06,Under Review,Low
REC130033,USR26456,Neha Zachariah,JUSHO7342Z,,2005-08-29,Mumbai,Maharashtra,40512.0,Salaried,2024-08-02 00:00:00,Verified,Low
REC130034,USR61924,Anthony Sen,BGUGC4449D,182650053162,1988-03-10,Jaipur,Rajasthan,51945.0,Gig Worker,2025-03-09 00:00:00,Verified,Low
REC130035,USR69626,Abdul Som,NPMCC5958U,617728553090,1975-08-20,Lucknow,Uttar Pradesh,54708.0,Business Owner,2024-11-26 00:00:00,Verified,Medium
REC130036,USR42050,Ojas Gulati,,952836375722,1978-11-25,Delhi,Delhi,28767.0,Gig Worker,2025-02-08 00:00:00,Verified,Low
REC130037,USR79623,Ridhi Basu,YGXIS9792C,,1982-07-31,Amritsar,Punjab,55700.0,Unemployed,2025-12-26 11:35:56,Verified,Medium
REC130038,USR62170,Indali Sibal,GHXIA6729H,,2006-04-26,Lucknow,Uttar Pradesh,34869.0,Business Owner,2024-01-05 00:00:00,Verified,Medium
REC130039,USR43907,Aarav Thakur,KOSUF4850K,559456523452,,Bengaluru,Karnataka,7478.0,Business Owner,2025-02-22 00:00:00,Verified,Low
REC130040,USR66079,Anita Sundaram,JSRFY1920Y,257034268765,1981-01-13,Jaipur,Rajasthan,17916.0,Gig Worker,2025-03-19 00:00:00,Verified,Low
REC130041,USR45358,Rohan Srinivas,UCWHC3956P,821280464943,1969-06-09,Mumbai,Maharashtra,33698.0,Student,2025-09-05 07:13:13,Verified,Low
REC130042,USR42893,Bhavini Ramaswamy,BQXJG4114E,378225274343,1971-01-13,Kolkata,West Bengal,21907.0,Student,2025-05-27 12:48:18,Verified,Medium
REC130043,USR95128,Ekalinga Brahmbhatt,ULNUI0709B,062178256656,1989-05-10,Amritsar,Punjab,7187.0,Unemployed,2024-03-15 00:00:00,Verified,Medium
REC130044,USR28183,Oni Batta,DNNKG2458H,274779087854,1977-10-02,Bengaluru,Karnataka,18205.0,Gig Worker,2024-06-16 07:23:43,Failed,Low
REC130045,USR33384,Avi Dani,CTXIP4736T,,1976-11-23,Amritsar,Punjab,20094.0,Freelancer,2025-10-10 00:00:00,Verified,Low
REC130046,USR92893,Edhitha Srivastava,,089750851942,1968-11-17,Amritsar,Punjab,20391.0,Unemployed,2025-08-24 00:00:00,Verified,Low
REC130047,USR81374,Osha Guha,,854014092762,1966-01-11,Amritsar,Punjab,21180.0,Salaried,2025-10-11 00:00:00,Verified,Low
REC130048,USR63732,Urishilla Om,BFOIM9136D,XXXX-XXXX-8589,1986-07-02,Kolkata,West Bengal,24429.0,Student,2024-05-21 00:00:00,Verified,Medium
REC130049,USR68477,Tamanna Barad,UBFSZ5841C,932519511290,1973-01-26,Ludhiana,Punjab,29068.0,Farmer,2024-07-09 21:43:00,Verified,High
REC130050,USR77078,Tanvi Bansal,YXQFE2106A,334385661153,1960-08-18,Chennai,Tamil Nadu,23586.0,Unemployed,2025-06-16 00:00:00,Verified,Medium
REC130051,USR95749,Utkarsh Tak,HGRWU2217N,039645743447,1960-12-01,Ludhiana,Punjab,52239.0,Business Owner,2025-12-27 00:00:00,Verified,Medium
REC130052,USR61793,Suhani Sankar,QJSOM0695F,568787760312,,Kolkata,West Bengal,16829.0,Student,,Verified,Medium
REC130053,USR27265,Yamini Deshmukh,,,1989-12-21,Jaipur,Rajasthan,18066.0,Gig Worker,2025-11-13 00:00:00,Verified,Low
REC130054,USR58954,Warhi Korpal,QTVMP9539N,729828339397,1961-07-25,Jaipur,Rajasthan,25700.0,Farmer,2026-02-07 00:00:00,Rejected,Medium
REC130055,USR56501,Gaurang Bhardwaj,JWZRA9737D,762321514529,1986-08-30,Pune,Maharashtra,31272.0,Salaried,2024-04-22 00:00:00,In Progress,Low
REC130056,USR22233,Jairaj Kala,ETYLG1542L,338771049613,2006-07-02,Chennai,Tamil Nadu,24400.0,Farmer,2024-07-16 00:00:00,Verified,High
REC130057,USR23332,Rachita Sen,PPWQI0915M,342527641359,2001-09-21,Amritsar,Punjab,17088.0,Farmer,2025-02-14 00:00:00,Verified,High
REC130058,USR84962,Nihal Guha,NFEFF7522R,803327533382,1990-12-08,Hyderabad,Telangana,26768.0,Gig Worker,2025-12-24 00:00:00,Verified,Low
REC130059,USR16384,Yashica Kalla,YONLY1513I,,1996-06-04,Lucknow,Uttar Pradesh,84347.0,Business Owner,2024-07-31 00:00:00,Verified,Low
REC130060,USR94046,Rishi Tripathi,YDBHC8884U,XXXX-XXXX-8439,,Delhi,Delhi,26206.0,Gig Worker,2026-03-22 00:00:00,Verified,Low
REC130061,USR19168,Caleb Mann,PEUWZ7097I,,2004-12-27,Pune,Maharashtra,41437.0,Salaried,2024-10-07 00:00:00,Verified,Low
REC130062,USR15744,Ganga Doshi,GOTQV5431Q,032810615261,1966-03-23,Jalandhar,Punjab,79056.0,Freelancer,,Verified,Unknown
REC130063,USR63251,Aadi Biswas,HVZKC9588T,312931482545,1968-02-20,Amritsar,Punjab,,Student,2025-01-22 03:58:31,Pending,Medium
REC130064,USR11898,Fiyaz Shan,UYQMT8606G,XXXX-XXXX-3082,2004-01-12,Bengaluru,Karnataka,17800.0,Student,,Verified,Low
REC130065,USR68832,Zehaan Kurian,SDXTP4791E,335036662423,1987-02-17,Ludhiana,Punjab,32164.0,Self Employed,2024-03-07 00:00:00,Verified,High
REC130066,USR48475,Banjeet Naik,OYXUF0733G,223834476580,1991-11-14,Jaipur,Rajasthan,,Freelancer,2024-11-26 03:19:50,Verified,Medium
REC130067,USR91348,Azaan Mani,,,1971-06-03,Bengaluru,Karnataka,18237.0,Retired,2025-01-26 00:00:00,Verified,Medium
REC130068,USR92841,Alka Dutta,ZBJKH7392R,654069104744,2006-10-26,Lucknow,Uttar Pradesh,24600.0,Self Employed,2025-12-27 00:00:00,Verified,Medium
REC130069,USR40977,Girindra Borde,DYKID7930M,691431778024,,Mumbai,Maharashtra,,Unemployed,2024-08-19 00:00:00,Pending,Low
REC130070,USR45942,Udant K0ta,PQAGE3540K,438693822943,1967-10-31,Ludhiana,Punjab,21946.0,Salaried,2025-07-29 00:00:00,Verified,High
REC130071,USR22984,Faraj Wali,,765126451025,1987-10-29,Mumbai,Maharashtra,,Self Employed,2026-01-15 10:18:00,Rejected,Low
REC130072,USR41388,Logan Padmanabhan,NOAVU5898R,419889965287,1984-08-12,Bengaluru,Karnataka,32876.0,Self Employed,2025-02-26 00:00:00,Verified,Low
REC130073,USR40743,Manbir Suri,XALMP0593O,498092815096,1998-01-22,Jalandhar,Punjab,11479.0,Retired,,Verified,Medium
REC130074,USR18152,Om Ramesh,BIFYT9108B,934632501888,1998-08-06,Mumbai,Maharashtra,46858.0,Freelancer,2024-03-08 00:00:00,Verified,High
REC130075,USR35621,Jacks0n Ratti,TFZIB6248N,655586950104,1967-03-09,Jaipur,Rajasthan,42748.0,Farmer,2026-03-02 00:00:00,Verified,Low
REC130076,USR51094,Unnati Pathak,KTBXN1507N,449718177013,1995-09-09,Chennai,Tamil Nadu,40651.0,Unemployed,2025-06-15 00:00:00,Under Review,Low
REC130077,USR68123,Owen Gulati,TFVJJ3596X,471333949319,1985-11-01,Jaipur,Rajasthan,27197.0,Self Employed,2024-05-31 00:00:00,Verified,Low
REC130078,USR46006,Dalbir Merchant,KHXAO4495J,334478881802,1990-06-23,Bengaluru,Karnataka,30707.0,Unemployed,2025-05-21 00:00:00,Verified,Low
REC130079,USR49879,Hitesh Batra,BLUBJ0398A,591600374779,1981-08-03,Jalandhar,Punjab,60991.0,Salaried,2025-10-11 00:00:00,Verified,Low
REC130080,USR48295,Balendra Basu,ZLMUR9117O,684335835024,1967-07-26,Delhi,Delhi,,Retired,,Verified,Low
REC130081,USR45799,Garima Mukhopadhyay,YDUNM1897T,809622672843,1990-02-28,Hyderabad,Telangana,19424.0,Farmer,2025-03-24 00:00:00,Verified,Medium
REC130082,USR94357,Urishilla Sarma,,111502142393,2003-12-30,Delhi,Delhi,16543.0,Gig Worker,2026-02-02 00:00:00,Failed,Low
REC130083,USR11310,Ekavir Loke,FTNSK2672V,623271153998,,Lucknow,Uttar Pradesh,82218.0,Unemployed,2025-11-09 00:00:00,Verified,High
REC130084,USR42357,Kamala Patla,PIXAJ5981V,018568212734,1973-06-05,Chennai,Tamil Nadu,9051.0,Freelancer,2026-02-04 13:31:00,Verified,Low
REC130085,USR48592,Gagan Morar,WJYEE7430Y,606519467644,1990-07-22,Kolkata,West Bengal,21030.0,Business Owner,2024-12-28 11:36:10,Verified,Low
REC130086,USR11012,Chanakya Ramaswamy,NKSLK9347T,601334071927,1977-02-15,Lucknow,Uttar Pradesh,,Farmer,2025-05-02 13:23:39,Rejected,Low
REC130087,USR76960,Mugdha Shankar,SIUHX5336Z,,,Hyderabad,Telangana,23500.0,Freelancer,,Verified,Medium
REC130088,USR47289,Amrita Bhavsar,CJYBG6721F,664173232886,2006-04-05,Pune,Maharashtra,27100.0,Student,2025-09-16 09:03:00,Verified,High
REC130089,USR71234,Ganga Badal,YXMRP2276Z,743029944575,1964-08-25,Mumbai,Maharashtra,35589.0,Farmer,2025-01-19 22:38:00,Rejected,Low
REC130090,USR21951,Geetika Ramanathan,OTJUP2290O,314864193763,1993-06-25,Ludhiana,Punjab,18532.0,Self Employed,2024-09-25 00:00:00,Verified,Low
